Company name,Category
Grado Zero Espace,Material provider
Global Tungsten Products – GTP,Material provider
Graphite Additive Manufacturing,Material provider
Graphmatec,Material provider
GREENFILL3D,Material provider
GRIPM,Material provider
Grom,Material provider
GtMax3D,Material provider
"Guangdong Fenghua Zhuoli Technology Co., Ltd – FHZL",Material provider
Guangdong Ferrum New Materials Co Ltd,Material provider
"Guangdong Silver Age Sci.& Tech. Co. , Ltd.",Material provider
Guangzhou YouSu,Material provider
Guzman Polymers,Material provider
H.C. Starck Tungsten Powders,Material provider
"Hangzhou Xingguan New Materials Co., Ltd. (subsidiary of Hangzhou Xingguan Machinery Technology Co., Ltd.)",Material provider
Harz Labs,Material provider
Goodman Technologies,Material provider
Graphene 3D Lab Inc.,Material provider
Headmade Materials GmbH,Material provider
Helian Polymers,Material provider
Hempel Special Metals AG,Material provider
Henkel,Material provider
Henkel Corp,Material provider
Heraeus,Material provider
HERZ,Material provider
Hexcel,Material provider
Hilderbrand,Material provider
Haydale Technologies Inc.,Material provider
Hoganas,Material provider
Hosokawa Micron B.V.,Material provider
Haynes International,Material provider
Himed,Material provider
Hunan Hualiu New Materials Co – HLPOWDER,Material provider
Huntsman Corporation,Material provider
HP 3D Printing Solutions,Material provider
ICD Applied Technologies,Material provider
ICE Filaments,Material provider
igus GmbH,Material provider
Il Sentiero International Campus,Material provider
iLaser,Material provider
Imaginarium India Pvt Ltd,Material provider
Imerys – EZ Print 3D,Material provider
HRL Laboratories,Material provider
imprimante3DFrance,Material provider
IMR Metal Powder Technologies,Material provider
Inabata,Material provider
Indurate Alloys,Material provider
Hyperion Metals,Material provider
Impossible Objects,Material provider
Innocrete3D,Material provider
Innomerix,Material provider
Intelligent AM,Material provider
Infinite Material Solutions,Material provider
Infinity3DPrints,Material provider
International Syalons,Material provider
INTSERVO,Material provider
ioTech,Material provider
"Interfacial Consultants LLC (EMPOWR3D, M. Holland)",Material provider
iSANMATE,Material provider
Italcementi – Heidelberg Cement Group,Material provider
ITOCHU Ceratech Corporation,Material provider
JAMPT,Material provider
Jiangsu Sanzer New Materials,Material provider
"Jiangsu Vilory Advanced Materials Technology Co., Ltd. – VMP",Material provider
JINGYE Group,Material provider
Jinhua Creation New Material Co Ltd,Material provider
Jinwu,Material provider
"Jinyoung (Xiamen) Advanced Materials Technology Co., Ltd",Material provider
JSJW New Material Co Ltd,Material provider
K3D B.V.,Material provider
Kanthal Additive Manufacturing,Material provider
KBM Advanced Materials LLC,Material provider
Intermountain 3D,Material provider
KEXCELLED,Material provider
Kiboplast,Material provider
KIMYA,Material provider
IperionX,Material provider
KOKONI3D,Material provider
KRAHN Ceramics,Material provider
Kumovis,Material provider
"Kennametal, Inc.",Material provider
Kyocera,Material provider
Kyoraku Co.Ltd,Material provider
lancashire 3D,Material provider
Lanxess,Material provider
Lasting Titanium,Material provider
KOHLER,Material provider
Lattice Services,Material provider
Lay Filaments,Material provider
Legor Group S.p.A.,Material provider
LEHVOSS,Material provider
LIBERTY Steel Group,Material provider
Linde Advanced Material Technologies,Material provider
Linuotec,Material provider
Liqcreate,Material provider
Liquid3D,Material provider
LPW Technology,Material provider
LSN Diffusion,Material provider
Lucideon,Material provider
Kymera International,Material provider
LATICRETE,Material provider
LyndonBasell,Material provider
m4p material solutions GmbH,Material provider
MaCh3D,Material provider
M. Holland 3D Printing (now part of Interfacial Consultants),Material provider
M2 Materials,Material provider
Machinable Wax,Material provider
MacLean Additive,Material provider
Magnus Metal,Material provider
Maha Chemicals (Asia) Pte Ltd,Material provider
Maip Group,Material provider
Made Solid,Material provider
Magnum Venus Products – MVP,Material provider
makershop,Material provider
MANA New Materials,Material provider
Maker’s Tool Works,Material provider
Markforged (part of Nano Dimension),Material provider
MakerGeeks.com,Material provider
Massivit 3D,Material provider
Mantis Composites,Material provider
MATPLAT,Material provider
Marvel Labs,Material provider
MCPP (Mitsubishi Chemical Performance Polymers),Material provider
MD Alloys,Material provider
Materials Innovation Technologies,Material provider
Mega 3D,Material provider
EML (Eloi MateriaLs),Material provider
MatterHackers,Material provider
Metalpine GmbH,Material provider
Metalysis,Material provider
Metasphere Technology,Material provider
Metrodent,Material provider
Mex Powder,Material provider
Microzey,Material provider
Mikrotron,Material provider
Mimete,Material provider
Mechnano,Material provider
MIRRECO,Material provider
Mitsubishi Chemical America,Material provider
Mitsubishi Chemical Europe GmbH,Material provider
Metal Powder Works,Material provider
Mitsubishi Power – AM-Zone,Material provider
Ministry of Resin,Material provider
Mitsui Kinzoku,Material provider
Moi,Material provider
Mitsubishi Chemical Performance Polymers – MCPP – 3DPerformance Polymers,Material provider
Motllos Modelbages,Material provider
MT-Innov Ltd.,Material provider
Mitsubishi Rayon Carbon Fiber and Composites Inc,Material provider
MonoFilament DIRECT,Material provider
MULTIAX INTERNATIONAL CNC SRL,Material provider
Multicoptercenter,Material provider
MyMat,Material provider
Nano Dimension,Material provider
Nanoe – Zetamix,Material provider
MTI – Metal Technology,Material provider
Nanovia,Material provider
Natureplast,Material provider
MULTI3D,Material provider
NematX AG,Material provider
Nanosteel,Material provider
NatureWorks,Material provider
Newcast Services,Material provider
Nexeo Plastics & Nexeo 3D,Material provider
Next Dent by Vertex Dental,Material provider
Next Offset Solutions,Material provider
New Harvest,Material provider
Nipovas,Material provider
Nippon Graphite Fiber Corporation,Material provider
Nishimura,Material provider
Nobula,Material provider
NOCTUO 3D FILAMENTS,Material provider
nomagic,Material provider
Northbridge – Kexcelled,Material provider
Novabeans,Material provider
New Image Plastics,Material provider
NinjaTek,Material provider
Oerlikon AM,Material provider
Oo-Kuma – closed,Material provider
NovaCentrix,Material provider
Orbi-Tech,Material provider
Ord Solutions,Material provider
Octave Systems,Material provider
P7 Materials,Material provider
OPT Industries,Material provider
Oxford Performance Materials (OPM),Material provider
Panxing New Metal,Material provider
ParaStruct,Material provider
PEEKChina,Material provider
PAC – Powder Alloy Corporation,Material provider
Photocentric Ltd.,Material provider
"Phrozen Tech Co., Ltd.",Material provider
Pint,Material provider
Plansee,Material provider
PLASKO PLASTIC,Material provider
Plast-Spaw,Material provider
Plastic Bank,Material provider
Plastic2Print,Material provider
Plastics App,Material provider
Plastigen,Material provider
Plastink,Material provider
Plastoptic,Material provider
Plasty Mladeč,Material provider
POC Lab.,Material provider
Polema,Material provider
Pac-Dent – Rodin 3D Resins,Material provider
Polyfos,Material provider
Polymagnet,Material provider
polymaker,Material provider
Polymertal,Material provider
Ponto-Z,Material provider
Perryman Company,Material provider
PowderMonkeys c/o Launhardt GmbH,Material provider
Power Resins,Material provider
Power2Build,Material provider
PPPrint,Material provider
PolyClean Technologies,Material provider
Prima Québec,Material provider
Prinnel,Material provider
PRINT-ME 3D,Material provider
Print-Rite,Material provider
Print4fun3D,Material provider
PrintaLot,Material provider
Potent Rope,Material provider
Printelier,Material provider
Praxair Surface Technologies,Material provider
Printed Solid (acquired by Prusa),Material provider
PrintFoam,Material provider
Printologist,Material provider
Prodways,Material provider
Progol3D,Material provider
Prografen (Advanced Graphene Products),Material provider
ProLab Materials Srl,Material provider
Printer Playground,Material provider
Printerior,Material provider
Proto-pasta,Material provider
PyroGenesis,Material provider
qualloy,Material provider
Puris,Material provider
Push Plastic,Material provider
Quarzwerke Group,Material provider
R3direct,Material provider
Radici Group,Material provider
RAMPF Composite Solutions,Material provider
Quantum Materials,Material provider
"Recreus Industries, S.L.",Material provider
RedResins,Material provider
Refil,Material provider
Reinforce3D,Material provider
Remet,Material provider
Quantum3dprinting,Material provider
Replik8,Material provider
RepRap Austria,Material provider
RepRap Kit,Material provider
RepRap Warehouse,Material provider
RepRapper Tech,Material provider
RepRapPro Ltd,Material provider
Reprapsource,Material provider
ReprapUniverse.com,Material provider
RepRapWorld,Material provider
ReproCELL,Material provider
RESINEX,Material provider
REV3RD,Material provider
RIDIX S.p.A.,Material provider
rigid.ink,Material provider
Roffelsen 3D,Material provider
ReCarbon,Material provider
Rosswag Engineering,Material provider
"Rovalma, S.A.",Material provider
ROWAK AG,Material provider
Royal DSM,Material provider
RP Support,Material provider
RS Components,Material provider
Rusal,Material provider
SABIC,Material provider
SAFINA a.s.,Material provider
Saiku Sas,Material provider
Saint Gobain Weber Beamix,Material provider
SAKATA 3D FILAMENTS,Material provider
SAKATA3D,Material provider
Sandvik,Material provider
Saphium Biotechnology,Material provider
Saremco,Material provider
Scandium Canada,Material provider
Schmelzmetall Deutschland GmbH,Material provider
RENCA,Material provider
Schunk,Material provider
Scott Bader Company Ltd.,Material provider
Sethi3D,Material provider
Setup Performance (BASF),Material provider
SGL Carbon,Material provider
Shanghai Blue Cast Special Alloy Material,Material provider
Shanghai Topolo New Materials,Material provider
ShenZhen Chenyue Technology,Material provider
Shenzhen Uprise 3D Technology Co.,Material provider
"Shenzhen Yongchanghe 3D Resin Co.,Ltd",Material provider
SHERA,Material provider
Siam Cement Group,Material provider
SiCeram,Material provider
Sika,Material provider
Silver Alloy.Co,Material provider
SIMCON,Material provider
Sindlhauser Materials,Material provider
Sinopec Corporation,Material provider
Rogers Corporation,Material provider
"SK FINE – SHASHIN KAGAKU Co., Ltd.",Material provider
Sky Boom,Material provider
Smart Lab Industrie (Smart Lab 3D),Material provider
Smart Materials 3D Printing S.L.,Material provider
Solaris,Material provider
Solo Additive,Material provider
Solvay,Material provider
Somos,Material provider
Specialchem,Material provider
Spectrum Filaments,Material provider
SphereCube,Material provider
SCHOTT,Material provider
Sri Kaliswari Metal Powders,Material provider
SSAB AM,Material provider
SINTX Technologies,Material provider
SPOR,Material provider
StrongHold3D,Material provider
"SUNLU (GUANGDONG) TECHNOLOGY CO.,LTD.",Material provider
SUPER SPARK INTERNATIONAL,Material provider
Supply3DPLA.com,Material provider
Suprem,Material provider
Sustainable Concrete Innovations,Material provider
Swiss Steel Group,Material provider
SYNTHENE SAS,Material provider
Synthetic Metal,Material provider
SYS Systems,Material provider
TAGin3D,Material provider
Tangible 3D,Material provider
"TANIOBIS (HC Starck Tantalum & Niobium, Amtrinsic)",Material provider
Stanford Advanced Materials,Material provider
Stratasys,Material provider
Techceramic – M,Material provider
Taulman3D,Material provider
Tecnikoa,Material provider
Tekna,Material provider
Tenova,Material provider
TCPoly,Material provider
Techmer PM,Material provider
Tera Engineering,Material provider
Terrafilum Engineered Filaments,Material provider
Tethon 3D,Material provider
The Lubrizol Corporation,Material provider
Tiamet 3D,Material provider
Tide Ocean Material,Material provider
TIGITAL,Material provider
"Tipro International Co., Ltd.",Material provider
TLS,Material provider
TMetal Inc.,Material provider
Merain,Material provider
Toray,Material provider
TP3D SRL,Material provider
Treed Filaments,Material provider
Tridea,Material provider
"The Virtual Foundry, inc.",Material provider
Thrive 3D | A Thrive Orthopedics Company,Material provider
Tumaker,Material provider
U3 Print,Material provider
UBQ,Material provider
UK3D Printing,Material provider
Trinseo LLC,Material provider
Unique Prints,Material provider
United Aerospace,Material provider
UP3D – Impressoras 3D,Material provider
UPM,Material provider
Tru-Design,Material provider
Uniformity Labs,Material provider
US Metal Powders (USMP),Material provider
ValorYeu,Material provider
"Valimet, Inc.",Material provider
VBN Components AB,Material provider
VDM Metals International GmbH,Material provider
Valley Design Corporation,Material provider
VENOX Systems,Material provider
Verbatim,Material provider
Versarien,Material provider
Vibrant 3D Innovations,Material provider
Vartega,Material provider
Vink Kunstsoffen,Material provider
Virtual Smart Factory (VSF),Material provider
ViscoTec Pumpen- u. Dosiertechnik GmbH,Material provider
Veloxint,Material provider
VOCO,Material provider
voestalpine (Böhler Edelstahl GmbH & Co. KG),Material provider
voestalpine (Böhler Edelstahl GmbH & Co. KG),Material provider
voestalpine AG,Material provider
Voxeljet AG,Material provider
VXL,Material provider
WAAM3D Ltd.,Material provider
Village Plastics,Material provider
Vitriform3D,Material provider
Wall Colmonoy,Material provider
We Are Aerospace (Additive) (now Mecachrome),Material provider
Welding Alloys,Material provider
Wintwire,Material provider
WISHBOX,Material provider
WZR Ceramic Solutions GmbH,Material provider
Xenia Materials,Material provider
"Xi'an Sino-Euro Materials Technologies Co., Ltd.",Material provider
Xi’an Thunli Electronic Technology Co.,Material provider
Washington Mills,Material provider
Yller (Straumann),Material provider
YuGuang Phelly,Material provider
Waste Not Want Not,Material provider
Z3DLab,Material provider
Zevnik Lab,Material provider
"Zhejiang Xinli Chemical Industry Co., Ltd",Material provider
Zhongyuan,Material provider
"Zinfon Refractory Technology Co., Ltd.",Material provider
Zipro Technology Corporation,Material provider
Xtellar,Material provider
TOP3D Korea,Material provider
Graphy Inc.,Material provider
KLABS Inc.,Material provider
"Kexcelled | Northbridge New Material Technology SUZHOU CO.,LTD",Material provider
Kolibri Metals,Material provider
Z-Polymers Inc,Material provider
ZOLTEK Carbon Fiber,Material provider
EPSON ATMIX Corporation,Material provider
Equispheres Inc.,Material provider
Rusatom Additive Technologies,Material provider
Regenovo,Material provider
"Hubei Jiayi 3D Hi-Tech Co., Ltd.",Material provider
Straumann,Material provider
3DMakerpro | Shenzhen Jimyida Technology,Lab equipment manufacturer
Across International,Lab equipment manufacturer
Ametek Solartron Metrology,Lab equipment manufacturer
Artec 3D,Lab equipment manufacturer
Beijing Xunheng Metrology Co Ltd,Lab equipment manufacturer
Beta LaserMike,Lab equipment manufacturer
Bruker Corporation,Lab equipment manufacturer
Creaform,Lab equipment manufacturer
eviXscan 3D,Lab equipment manufacturer
Advanced Optical Technologies,Lab equipment manufacturer
FARO Technologies Inc,Lab equipment manufacturer
Granutools SPRL,Lab equipment manufacturer
LECO Corp,Lab equipment manufacturer
Microtrac Retsch GmbH (part of Verder),Lab equipment manufacturer
Verder Scientific GmbH & Co. KG,Lab equipment manufacturer
Zeiss Group,Lab equipment manufacturer
Buehler,Lab equipment manufacturer
Exum Instruments,Lab equipment manufacturer
Eltra GmbH,Lab equipment
3D Concrete,End user
3D Creative Workshops,End user
3D Inductors (GH Induction),End user
1016 Industries,End user
3D Predict,End user
3D-Bottech,End user
3Dealise,End user
3Deus Dynamics,End user
3DXB Group,End user
3VIMA,End user
4DHybrid,End user
ABB,End user
3D Printing Vacuum Pump – Airtech Incorporated,End user
Abyan,End user
AC3D,End user
ACCIONA Engineering,End user
3D Robotics,End user
ACTech (Materialise),End user
ABCorp3D,End user
Acme Manufacturing,End user
Addcat,End user
AddiFab,End user
Additive Drives,End user
Additive Flight Solutions,End user
ADNOC Gas,End user
Activarmor,End user
Aernnova,End user
Adare Pharma Solutions,End user
Aeromao Inc,End user
Aerospace Valley,End user
Aerosud,End user
AFD-3D,End user
AECInspire,End user
Agnikul Cosmos,End user
Aerojet Rocketdyne (part of L3Harris),End user
Agusta Westlands,End user
Agile Space Industries – Agile Additive,End user
Aidro (part of Desktop Metal),End user
AIM Sweden AB,End user
AguaDrone LLC,End user
Airbus,End user
Aircraft Philipp,End user
AI Spacefactory,End user
Aker Solutions,End user
Al Seer Marine – ASM Yachts,End user
Alba Orbital,End user
Albéa,End user
Alfred Wegener Institute,End user
AIO Robotics,End user
Airtech Advanced Materials Group,End user
Alstom,End user
Alpacka Group,End user
Alquist,End user
Alta Motors,End user
AM Craft,End user
Amalgam Modelmaking,End user
ALTEN Technology USA,End user
Altius Space Machines,End user
Amazon,End user
American Cladding,End user
AMT METAL,End user
American Pearl,End user
Angelelli Automobili,End user
Ansa Tech,End user
Anubis3d,End user
Ampcera,End user
Applus+ IDIADA,End user
Anduril Industries,End user
Applied Materials,End user
APWORKS,End user
Arconic,End user
APS Technology,End user
Aptera Motors,End user
Arianespace,End user
Areion3D,End user
Aria Group,End user
Aristo Cast,End user
Armadillo Additive,End user
Association for Robots in Architecture,End user
Ascent Aerospace,End user
"Ashland Foundry and Machine Works, LLC",End user
Astra Space,End user
ASTRO Mechanical Testing Lab,End user
Atlantic XL,End user
Atos,End user
Astrobotic,End user
Automotive Trim Developments (ATD),End user
Aviation AM Centre,End user
Avio Aero (part of GE Aerospace),End user
AWE (Nuclear Security Technologies),End user
Astroport Space Technologies,End user
Babcock International Group,End user
Aurora Flight Sciences (Boeing),End user
Axiom Space,End user
Bakgiyam Engineering,End user
Baker Hughes,End user
"Baker Industries, Inc.",End user
Bastion,End user
Barrelhand,End user
Bartlett Maritime Corporation,End user
Bechtel Corporation,End user
"Beijing Amate Medical Equipment Co., Ltd.",End user
"Beijing SANDI Technology Co.(3D Printing Technology, Inc.)",End user
Beretta,End user
Big Scale Cars,End user
bioMATTERS,End user
Blackstone Resources,End user
Bloom Robotics,End user
Bechtel Plant Machinery Inc. – BPMI,End user
BMT Additive,End user
BMT Aerospace,End user
BMW Group Additive Manufacturing Centre,End user
Beehive Industries,End user
Boliden,End user
Boltenstern,End user
Blue Origin,End user
Bosch,End user
Boeing,End user
Bowman Additive Production,End user
Btec Additive Manufacturing,End user
Bugatti Rimac,End user
Boom Supersonic,End user
BotFactory Inc.,End user
BWX Technologies,End user
Carborundum Universal Limited – CUMI – Industrial Ceramics,End user
Carsey3D,End user
CASTFAST,End user
bytten,End user
CATEC,End user
Car Parts by 3D Printing,End user
CEA Design,End user
Catalysis Additive Tooling,End user
ceradrop,End user
Cerpotech,End user
Chernyshev United Engine Corporation (UEC),End user
Caterpillar,End user
China Aerospace Science and Industry Corporation,End user
China Steel Research Technology Group Co (CISRI),End user
Century Complete,End user
CITD,End user
Classic Motor Cars Limited,End user
Chevron Corporation,End user
Coastruction,End user
Chromalloy,End user
CLLAX,End user
Comac Shanghai,End user
Comau,End user
Conflux Technology,End user
Cobra Aero,End user
Continental Engineering Services GmbH,End user
Cool Components,End user
Copenhagen Suborbitals,End user
Cor.Sa 3D,End user
Coherent,End user
Cosmind,End user
ConocoPhillips,End user
Create it REAL,End user
Cosmic Shielding Corporation,End user
CSEM,End user
Craft Pattern & Mold,End user
Creative Hi-Tech Ltd.,End user
CT3D,End user
Curiteva,End user
Custom Control Concepts,End user
D-Orbit,End user
Daihen,End user
Dash-CAE,End user
Dawn Aerospace,End user
DCUBED,End user
Custom Microwave Inc – a Vitesse Systems Company,End user
Czinger,End user
DDM Digital Foundry (formerly DDM Systems),End user
Deep Space Industries,End user
Delta Specialised Energy,End user
Delphi,End user
Digital Building Technologies – DBT,End user
Delta,End user
Diamond Age,End user
DMZ Engineering,End user
Dive Technologies,End user
Dobot Arm,End user
Döktaş Dökümcülük Ticaret,End user
Domin,End user
Doosan Enerbility,End user
Dream Drops,End user
Driving your dream,End user
Dufour Aerospace,End user
Dutch Drone Gods,End user
Dynamo,End user
EAC,End user
Divergent3D,End user
DnPackaging,End user
EAW – Erns Apel,End user
Eccentrica,End user
EDAG,End user
"EaglePicher Technologies,  LLC",End user
Elbit Systems,End user
Earthrise Space Foundation,End user
Elstar Electronics,End user
"Ehren-Haus Industries, Inc.",End user
ENEL Green Power,End user
Energica,End user
EnergyX,End user
Engager,End user
EngiCer,End user
Electrafly,End user
Equinor,End user
Everex,End user
Everplast Machinery Co.,End user
EM Lab,End user
EVOL,End user
Evove,End user
Exco Engineering,End user
EXO-S,End user
Fabricame3D,End user
EoPlex,End user
FCA Prototypes,End user
Finecast,End user
Finite Space,End user
EveryAmp,End user
Farrar Corporation,End user
Fleet Space,End user
Fonder Shell,End user
Form 3d Services,End user
forma casting + moulding,End user
Framatome,End user
Freeform Technology,End user
Firehawk Aerospace,End user
Fusion Implants,End user
Fusor Tech,End user
Future Factory,End user
GaeaStar,End user
Firestorm Labs,End user
Fuller Moto,End user
Gardner Aerospace,End user
Gage Assembly Company,End user
GDTech,End user
Gallagher Corporation,End user
Gator Packaging,End user
GE Aerospace,End user
General Atomics Aeronautical (GA-ASI),End user
GF Casting Solutions,End user
GH ENTERPRISE – SPEEDY BOARD,End user
GKN Aerospace,End user
GKN Powder Metallurgy GmbH (GKN Additive),End user
Goldwind,End user
Grainger & Worrall,End user
Graphite Additive Manufacturing,End user
Gravity Industries,End user
General Dynamics Land Systems,End user
Gryp,End user
H3X,End user
HA Group,End user
HAGI+ Gmbh,End user
Doosan Heavy Industries,End user
Hanson Robotics,End user
General Motors (GMC) – Additive Industrialization Center (AIC),End user
Grede,End user
Havatec,End user
Havelar,End user
Hartech Group,End user
HENSOLDT,End user
Haus.me,End user
Hetitec,End user
Haydale Technologies Inc.,End user
Hirschvogel Automotive Group,End user
Hermeus,End user
Hoffmann & Krippner,End user
HII,End user
Hive3D Builders,End user
Honeybee Robotics (Aquired by Blue Origin),End user
Honeywell Aerospace,End user
"Hoosier Pattern, Inc",End user
Howell Foundry,End user
HP 3D Printing Solutions,End user
Hutchinson,End user
Hyde Additive Technologies,End user
HRE Wheels,End user
Hankook Precision Works,End user
IAI – Israeli Air Industries,End user
HumTown Additive,End user
IHI Aerospace,End user
iKAD Engineering,End user
Hyliion,End user
Impro Industries Mexico,End user
IDS,End user
In2tec,End user
Indo-MIM,End user
Infinite Flex,End user
Infinity Turbine,End user
Innocrete3D,End user
InnovationLab,End user
INPECA (BÖLLINGER GROUP),End user
Impressio,End user
International Syalons,End user
Interstellar Space Technologies,End user
Intertronics,End user
Impulse Space,End user
IRT Saint Exupery,End user
Isar Aerospace Technologies,End user
ISCAR,End user
INSITU,End user
ispace,End user
ISRO – Indian Space Research Organization,End user
Italdesign,End user
ITEQ Industries,End user
ITP Aero,End user
Intuitive Machines,End user
IUL micro,End user
Isometric Micro Molding,End user
Jade Creaction,End user
Jewlr,End user
JGC Holdings,End user
Jiangsu Sanzer New Materials,End user
JJ X-Ray,End user
ITT,End user
Jacobs,End user
John Deere GmbH & Co. KG,End user
JPB Système,End user
Kaak Group,End user
Kanfit,End user
JK3D,End user
Kanthal Additive Manufacturing,End user
John Brevard,End user
Keppel Corporation,End user
Kansas City National Security Campus (Part of the DOE),End user
"Kennametal, Inc.",End user
Kimura Foundry Group,End user
Kespry,End user
Kevton Industries,End user
Kingsbury,End user
Kind Designs,End user
Kocher Micro,End user
Kongsberg Ferrotech,End user
King Machine,End user
Knust-Godwin,End user
KSB SE & Co. KGaA,End user
KTM Technologies,End user
Kuepper Solutions,End user
Kuka,End user
L3Harris,End user
Laempe Mössner Sinto,End user
Konica Minolta,End user
Lamborghini,End user
LandSpace,End user
Larsen & Toubro,End user
Latitude,End user
Kore Mart,End user
"LAI International, Inc.",End user
Launcher (part of Vast),End user
Leonardo,End user
Laxxon,End user
Liebherr Group,End user
Lifeline Robotics,End user
Lisi Aerospace Additive Manufacturing (LAAM),End user
Lenovo,End user
Liberty Pattern Company,End user
LLG Architecture,End user
Loramendi,End user
Lucideon,End user
Lufthansa Technik,End user
Machining Design Associated Ltd.,End user
Local Motors – closed,End user
Lockheed Martin,End user
MacLean Additive,End user
Magellan Aerospace,End user
Magna International Inc,End user
MAGNOTHERM,End user
Mahindra Rise,End user
Manifattura Additiva Umbra,End user
Marble Aerospace,End user
Massivit 3D,End user
Madco3D,End user
Materialogic,End user
Made in Space (acquired by Redwire),End user
Masten Space Systems,End user
McLaren,End user
Matter.io,End user
Maxar Technologies,End user
MEG Industry,End user
Mehler Systems,End user
MENSE KORTE,End user
Metang Novatech,End user
Mears Machine,End user
Meee Services,End user
MIEEG,End user
Mikkelsen Electronics A/S,End user
Metro Aerospace,End user
Meyer Tool & Mfg.,End user
Mitsubishi Corporation Technos,End user
Monash Motorsport,End user
Minebea,End user
Misumi,End user
Mosca,End user
Moog,End user
MT Aerospace,End user
Moon Express,End user
MTU Aero Engines,End user
Nano Dimension,End user
Mott Corporation,End user
MTI – Metal Technology,End user
NANO Nuclear,End user
NanoHive Medical,End user
NEHER Group,End user
NeuronicWorks,End user
Natrx,End user
Newby Foundries Group,End user
newcleo,End user
Naval Nuclear Propulsion Program (part of the DOE),End user
Nippon Seiki,End user
Nisko Group,End user
NNAISENSE,End user
Nomad Prototypes,End user
New Valence Robotics Corporation,End user
Novax DMA,End user
Nuovi Gioielli,End user
Oasis Engineering,End user
Nikola Corp,End user
Northrop Grumman,End user
OECHSLER AG,End user
Officine Piki,End user
OHB Systems,End user
Obsidian Solutions Group – OGS,End user
Odys Aviation,End user
One & Only,End user
OK Foundry,End user
Onanon Inc.,End user
Optimus3D,End user
One-Off Robotics,End user
Opus Aerospace,End user
Orbex,End user
Orbital Matter,End user
Orion Additive Manufacturing GmbH,End user
Ortho Baltic,End user
Padics Kiteboarding,End user
Pangea Aerospace,End user
Pankl,End user
Onkos Surgical,End user
Patria,End user
Peekay Steel Castings,End user
Pelagus 3D,End user
Optisys,End user
"PhoeniX Technologies, Inc.",End user
Pipelife,End user
PIX Moving,End user
Part Miner,End user
Poeir Jets,End user
Penn United Technologies Inc.,End user
Poral,End user
Power2Build,End user
Plasmos,End user
Poly6 Technologies,End user
PPG industries,End user
Pratt & Whitney,End user
Premium AEROTEC,End user
Precision Resource,End user
PrintSky,End user
PrintStone 3D,End user
Prefix,End user
Promet AS – NTS Group,End user
Protofusione,End user
Protolaunch,End user
Prototypes,End user
PTC Industries,End user
Puli Space Technologies,End user
Primus Aerospace,End user
PUNCH Torino,End user
Proclaim,End user
PvNanoCell,End user
PWR Advanced Cooling Technology,End user
Pulse Electronics (part of YAGEO Group),End user
Quantron,End user
R-Core Custom,End user
Rafael Advanced Defense Systems,End user
Ramem,End user
Puzzlebox,End user
Quaker City Castings,End user
Raytheon Technologies,End user
Reaction Dynamics,End user
Raytheon UMass Lowell Research Institute (RURI),End user
RCAM Technologies,End user
ReCarbon,End user
REEF DESIGN LAB,End user
Refactory – Renault Group,End user
Reflow,End user
Refteck Solutions,End user
Red Wolf Technology,End user
Remet,End user
Redwire,End user
Relativity Space,End user
Rheinmetall,End user
Röchling Direct Manufacturing Gmbh,End user
Rethink Robotics,End user
Rolls Royce,End user
Roscosmos,End user
Retrofit3D,End user
Rogers Corporation,End user
Royal BAM Group,End user
RUAG,End user
SAB Aerospace,End user
SAGA Space Architects,End user
Saini Flange Pvt Ltd,End user
Saint Gobain Weber Beamix,End user
Sam Pistons and Rings,End user
Rosotics,End user
Sanghvi Aerospace Pvt Ltd,End user
Satair,End user
Satellite Applications Catapult,End user
Saturne Technology,End user
Sauber Technologies,End user
SBI GmbH,End user
"Rotating Machinery Services, Inc. (RMS)",End user
Samtec,End user
Schoeller Bleckmann Oilfield Equipment – SBO,End user
Schubert Additive Solutions,End user
Schwan Cosmetics,End user
Selini Bespoke Jewellery,End user
Senior Aerospace BWT,End user
Sertae,End user
ScanUP,End user
ShapeMode,End user
Sharon Tuvia,End user
Shell 3D Printing,End user
ShipParts.com,End user
Sidi Technology – ASEEDER,End user
Scarbo Performance,End user
Siemens Energy,End user
Servo City,End user
Sidus Space,End user
Signify,End user
Simusolar,End user
"SINTOKOGIO, LTD. (Sinto Group)",End user
SiOCAST,End user
Sirehna Naval Group,End user
Sirius Space Services,End user
Sirolis – prefabricados de betao,End user
Sierra Assembly Technology Inc.,End user
Sierra Space,End user
Skuld,End user
Skyroot Aerospace,End user
Skyrora Ltd,End user
Skydio,End user
Sokaris Ingegnerie,End user
Skyrocket Toys LLC,End user
SliceLab,End user
Solideon,End user
Space IL,End user
Sonfarrel Aerospace LLC,End user
"Space Star Technology Co., Ltd. (SSTC)",End user
Space Foundry,End user
Speed 3D Mold,End user
Space Perspective,End user
Spie batignolles,End user
SpaceX,End user
Spyros Panopoulos,End user
ST Engineering,End user
Sperra,End user
Spirit AeroSystems,End user
Stelia Aerospace,End user
Stilnest,End user
STILRIDE,End user
Standard Cyborg,End user
Strata Manufacturing,End user
Stükerjürgen Aerospace Composites GmbH & Co. KG,End user
Summum Engineering,End user
Surrey Satellites,End user
Sustainable Concrete Innovations,End user
Swerim,End user
Swissto12,End user
StarHagen,End user
Stoke Space,End user
Synergy Moon,End user
Tanaruz,End user
TANIDA,End user
Synteris,End user
TEMISTh,End user
Testia,End user
TETRA,End user
TAE Technologies,End user
Thales,End user
The Exploration Company,End user
"Techniplas, LLC",End user
TheSys GmbH,End user
